condition,factor,low,high,measure,effect,ci_low,ci_high,mean_at_low,mean_at_high,git_commit,git_dirty,run_date
cm3_12w,budget_share,"(0.01, 0.04)","(0.05, 0.2)",d_network_profit,-24044.049645853043,-100480.23976193467,52392.140470228594,303698784.0730209,303674740.023375,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
cm3_12w,budget_share,"(0.01, 0.04)","(0.05, 0.2)",d_network_profit_with_inventory,32800.192610438666,-60377.357242421116,125977.74246329845,278810415.78784937,278843215.9804598,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
cm3_12w,budget_share,"(0.01, 0.04)","(0.05, 0.2)",d_satisfaction_index,4.7081452696241347e-07,-6.116930356890755e-07,1.5533220896139024e-06,0.0003766911022160165,0.00037716191674297894,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
cm3_12w,budget_share,"(0.01, 0.04)","(0.05, 0.2)",d_fill_rate,9.696551430231348e-07,-1.1802202374695402e-06,3.11953052351581e-06,0.0007336012376485311,0.0007345708927915543,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
cm3_12w,budget_share,"(0.01, 0.04)","(0.05, 0.2)",costs_tech,-5747.291416666905,-29918.458609073525,18423.875775739718,34451607.70745833,34445860.416041665,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
cm3_12w,budget_share,"(0.01, 0.04)","(0.05, 0.2)",adoptions,0.014583333333333334,-0.0713600568557875,0.10052672352245418,62.19166666666667,62.20625,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
cm3_12w,budget_share,"(0.01, 0.04)","(0.05, 0.2)",coalitions,-0.0020833333333333333,-0.013520704604566289,0.009354037937899623,2.0083333333333333,2.00625,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
cm3_12w,budget_share,"(0.01, 0.04)","(0.05, 0.2)",mean_adopt_week,0.022453337064007428,-0.05403085486707698,0.09893752899509184,43.69777754799396,43.720230885057966,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
cm3_12w,budget_share,"(0.01, 0.04)","(0.05, 0.2)",adopt_ml_forecast,-0.004166666666666667,-0.0126875,0.004354166666666667,19.810416666666665,19.80625,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
cm3_12w,budget_share,"(0.01, 0.04)","(0.05, 0.2)",adopt_control_tower,0.01875,-0.058072050306823414,0.09557205030682342,14.420833333333333,14.439583333333333,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
cm3_12w,budget_share,"(0.01, 0.04)","(0.05, 0.2)",adopt_rfid,-0.0020833333333333333,-0.006343749999999999,0.0021770833333333325,22.2,22.197916666666668,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
cm3_12w,budget_share,"(0.01, 0.04)","(0.05, 0.2)",adopt_aps,0.0,0.0,0.0,0.0,0.0,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
cm3_12w,budget_share,"(0.01, 0.04)","(0.05, 0.2)",adopt_routing,0.0020833333333333333,-0.005380261911659684,0.009546928578326352,5.710416666666666,5.7125,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
cm3_12w,budget_share,"(0.01, 0.04)","(0.05, 0.2)",adopt_wh_robotics,0.0,0.0,0.0,0.0,0.0,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
cm3_12w,budget_share,"(0.01, 0.04)","(0.05, 0.2)",adopt_blockchain,0.0,0.0,0.0,0.05,0.05,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
cm3_12w,budget_share,"(0.01, 0.04)","(0.05, 0.2)",adopt_risk_intel,0.0,0.0,0.0,0.0,0.0,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
cm3_12w,budget_share,"(0.01, 0.04)","(0.05, 0.2)",formed_dyad,-0.004166666666666667,-0.01008701267741411,0.001753679344080778,0.29375,0.28958333333333336,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
cm3_12w,budget_share,"(0.01, 0.04)","(0.05, 0.2)",formed_triad,0.0,-0.01621353529161049,0.01621353529161049,0.25,0.25,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
cm3_12w,budget_share,"(0.01, 0.04)","(0.05, 0.2)",formed_chain,0.0020833333333333333,-0.01226663771928442,0.016433304385951086,1.4645833333333333,1.4666666666666666,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
